../dataset/ShapeNetCore.v2/02691156/f97a48680d63a78a9751e413d5325f7d,f97a48680d63a78a9751e413d5325f7d-0.png,f97a48680d63a78a9751e413d5325f7d-1.png,f97a48680d63a78a9751e413d5325f7d-2.png,f97a48680d63a78a9751e413d5325f7d-3.png,f97a48680d63a78a9751e413d5325f7d-4.png,f97a48680d63a78a9751e413d5325f7d-5.png,f97a48680d63a78a9751e413d5325f7d-6.png,f97a48680d63a78a9751e413d5325f7d-7.png,f97a48680d63a78a9751e413d5325f7d-8.png,f97a48680d63a78a9751e413d5325f7d-9.png,f97a48680d63a78a9751e413d5325f7d-10.png,f97a48680d63a78a9751e413d5325f7d-11.png,f97a48680d63a78a9751e413d5325f7d-12.png,f97a48680d63a78a9751e413d5325f7d-13.png,../dataset/ShapeNetCore.v2/02691156/f97a48680d63a78a9751e413d5325f7d/models/model_normalized.surface.binvox

../dataset/ShapeNetCore.v2/02691156/98988dc4e5c62dfbc0909d98a1ff2b4,98988dc4e5c62dfbc0909d98a1ff2b4-0.png,98988dc4e5c62dfbc0909d98a1ff2b4-1.png,98988dc4e5c62dfbc0909d98a1ff2b4-2.png,98988dc4e5c62dfbc0909d98a1ff2b4-3.png,98988dc4e5c62dfbc0909d98a1ff2b4-4.png,98988dc4e5c62dfbc0909d98a1ff2b4-5.png,98988dc4e5c62dfbc0909d98a1ff2b4-6.png,98988dc4e5c62dfbc0909d98a1ff2b4-7.png,98988dc4e5c62dfbc0909d98a1ff2b4-8.png,98988dc4e5c62dfbc0909d98a1ff2b4-9.png,98988dc4e5c62dfbc0909d98a1ff2b4-10.png,98988dc4e5c62dfbc0909d98a1ff2b4-11.png,98988dc4e5c62dfbc0909d98a1ff2b4-12.png,98988dc4e5c62dfbc0909d98a1ff2b4-13.png,../dataset/ShapeNetCore.v2/02691156/98988dc4e5c62dfbc0909d98a1ff2b4/models/model_normalized.surface.binvox

../dataset/ShapeNetCore.v2/02691156/d8d9de967255b4c562b600da24e0965,d8d9de967255b4c562b600da24e0965-0.png,d8d9de967255b4c562b600da24e0965-1.png,d8d9de967255b4c562b600da24e0965-2.png,d8d9de967255b4c562b600da24e0965-3.png,d8d9de967255b4c562b600da24e0965-4.png,d8d9de967255b4c562b600da24e0965-5.png,d8d9de967255b4c562b600da24e0965-6.png,d8d9de967255b4c562b600da24e0965-7.png,d8d9de967255b4c562b600da24e0965-8.png,d8d9de967255b4c562b600da24e0965-9.png,d8d9de967255b4c562b600da24e0965-10.png,d8d9de967255b4c562b600da24e0965-11.png,d8d9de967255b4c562b600da24e0965-12.png,d8d9de967255b4c562b600da24e0965-13.png,../dataset/ShapeNetCore.v2/02691156/d8d9de967255b4c562b600da24e0965/models/model_normalized.surface.binvox

../dataset/ShapeNetCore.v2/02691156/4a552066ae1da546cc34b900bb2492e,4a552066ae1da546cc34b900bb2492e-0.png,4a552066ae1da546cc34b900bb2492e-1.png,4a552066ae1da546cc34b900bb2492e-2.png,4a552066ae1da546cc34b900bb2492e-3.png,4a552066ae1da546cc34b900bb2492e-4.png,4a552066ae1da546cc34b900bb2492e-5.png,4a552066ae1da546cc34b900bb2492e-6.png,4a552066ae1da546cc34b900bb2492e-7.png,4a552066ae1da546cc34b900bb2492e-8.png,4a552066ae1da546cc34b900bb2492e-9.png,4a552066ae1da546cc34b900bb2492e-10.png,4a552066ae1da546cc34b900bb2492e-11.png,4a552066ae1da546cc34b900bb2492e-12.png,4a552066ae1da546cc34b900bb2492e-13.png,../dataset/ShapeNetCore.v2/02691156/4a552066ae1da546cc34b900bb2492e/models/model_normalized.surface.binvox

../dataset/ShapeNetCore.v2/02691156/e86fd13a49f0ee0a62b600da24e0965,e86fd13a49f0ee0a62b600da24e0965-0.png,e86fd13a49f0ee0a62b600da24e0965-1.png,e86fd13a49f0ee0a62b600da24e0965-2.png,e86fd13a49f0ee0a62b600da24e0965-3.png,e86fd13a49f0ee0a62b600da24e0965-4.png,e86fd13a49f0ee0a62b600da24e0965-5.png,e86fd13a49f0ee0a62b600da24e0965-6.png,e86fd13a49f0ee0a62b600da24e0965-7.png,e86fd13a49f0ee0a62b600da24e0965-8.png,e86fd13a49f0ee0a62b600da24e0965-9.png,e86fd13a49f0ee0a62b600da24e0965-10.png,e86fd13a49f0ee0a62b600da24e0965-11.png,e86fd13a49f0ee0a62b600da24e0965-12.png,e86fd13a49f0ee0a62b600da24e0965-13.png,../dataset/ShapeNetCore.v2/02691156/e86fd13a49f0ee0a62b600da24e0965/models/model_normalized.surface.binvox

